MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
44,14;1,15;-0,1;0,6;0,15;0,84;0,28;-0,14;-0,26;-0,27;0,22;0,1;-0,14;47,37;1,43;-0,3;0,17;-0,31;0,83;0,52;0,24;0,23;0,19;-0,03;-0,05;-0,07;3
48,71;2,17;-2;-0,51;-0,84;0,18;-0,26;-0,52;-0,73;-0,04;0,22;-0,97;0,67;46,42;1,64;-0,25;0,15;-0,43;0,78;0,43;0,23;0,11;0,08;-0,04;-0,15;-0,08;3
55,25;1,03;-2,38;0,04;0,68;0,14;-0,08;0,14;-0,31;0,75;0,21;-0,63;0,35;46,48;1,53;-0,39;0,34;-0,2;0,74;0,39;0,3;0,05;0,12;-0,05;-0,19;0,01;3
56,59;0,68;-2,77;0,36;0,47;0,39;0,42;-0,48;0,61;1,16;0,12;-0,02;0,62;47,06;1,32;-0,68;0,43;0,11;0,62;0,39;0,23;0,03;0,25;-0,11;-0,2;0,1;3
58,23;0,25;-1,53;-0,74;-0,35;0,09;-0,01;-0,01;0,86;0,77;-0,04;0;-0,06;48,23;1,33;-0,84;0,25;0,07;0,53;0,34;0,16;0,09;0,27;-0,11;-0,23;0,07;3
51,09;3,16;0,69;-1,99;-1,54;0,54;1,06;-0,23;0,19;0,13;0,07;0,17;-0,34;48,72;1,57;-0,85;0,01;-0,09;0,54;0,41;0,05;0,05;0,28;-0,06;-0,24;0,05;3
42,09;3,91;-0,01;0,84;-0,32;0,84;0,15;-0,44;-0,37;0,69;0,45;0,18;0,27;48,69;1,71;-0,81;-0,02;-0,15;0,52;0,35;-0,07;-0,01;0,33;0,03;-0,22;0,06;3
46,7;0,53;1,25;0,25;0,03;0,29;0;0,13;-0,08;0,66;0,26;0,05;0,01;48,87;1,57;-0,71;-0,03;-0,11;0,51;0,31;-0,03;0,03;0,38;0,05;-0,2;0,05;3
46,16;0,07;1,05;0,54;0,1;0,84;0,28;0,27;0,28;0,08;0,12;0,66;0,11;49,33;1,39;-0,55;0;-0,13;0,47;0,26;-0,08;0,02;0,4;0,1;-0,08;0,12;3
42,89;2,1;0,24;0,07;0,2;0,68;-0,49;-0,41;-0,65;-0,14;0,01;0,24;0,09;49,18;1,5;-0,55;-0,05;-0,14;0,48;0,14;-0,17;-0,05;0,38;0,16;-0,02;0,16;3
42,31;1,39;-0,17;0,32;-0,28;-0,23;0,21;0,33;0;-0,55;-1,02;-0,46;-0,11;49;1,53;-0,56;-0,08;-0,18;0,38;0,13;-0,12;-0,02;0,35;0,04;-0,08;0,16;3
41,75;1,66;-0,67;0,6;0,47;1,3;1,19;0,32;-0,03;0,08;0,07;0,68;0,15;48,31;1,48;-0,43;0,03;-0,05;0,49;0,27;-0,04;0,05;0,36;0,02;0,09;0,11;3
42,43;1,65;-0,07;-0,14;-0,4;0,37;-0,11;0,43;0,29;0,27;0,18;0,43;-0,04;47,02;1,54;-0,2;0,01;-0,16;0,51;0,27;-0,01;0,11;0,32;0,02;0,19;0,07;3
41,59;0,48;-0,33;-0,25;-0,41;0,32;0,09;0,18;0,39;0,39;0,38;0,36;-0,02;45,52;1,52;0,05;-0,05;-0,25;0,51;0,24;0,06;0,09;0,24;0,05;0,23;0,01;3
45,67;0,83;-0,95;-0,04;-0,39;-0,13;-0,06;0,06;-0,16;-0,31;-0,64;-0,34;-0,48;44,27;1,58;0,11;0,02;-0,25;0,48;0,23;0,06;-0,01;0,13;-0,01;0,2;-0,04;3
55,03;1,36;-2,18;-0,32;0,14;0,16;0,18;-0,04;-0,1;0,85;0,13;0,04;0,5;44,66;1,4;-0,18;0,19;-0,09;0,44;0,14;0,08;-0,04;0,2;-0,01;0,18;0,05;3
58,5;0,82;-2,89;0,36;0,24;0,1;0,1;0,12;0,61;0,9;-0,02;-0,05;0,72;46,3;1,09;-0,47;0,14;-0,03;0,37;0,14;0,14;0,06;0,22;-0,05;0,16;0,09;3
59,22;-0,04;-2,88;-0,4;-0,2;0,5;0,38;0,3;0,73;0,91;0,35;0,91;0,9;47,56;1,03;-0,88;0,07;-0,05;0,39;0,18;0,16;0,14;0,25;-0,04;0,25;0,18;3
55,22;1,98;-0,57;-1,4;-1,45;1,71;0,38;-1,02;0,26;-0,23;0,56;0,64;0,11;48,46;1,22;-1,05;-0,12;-0,21;0,48;0,19;0,03;0,13;0,22;0;0,24;0,18;3
48,38;1,52;0,34;-0,38;-0,47;0,35;0,09;0,43;0,11;-0,08;0,19;0,4;0,26;49,01;1,17;-1,04;-0,16;-0,27;0,45;0,24;0,11;0,21;0,22;0,02;0,26;0,2;3
41,5;1,59;-0,36;0,9;0,94;1,57;1,2;0,89;0,41;0,6;-0,33;-0,6;-0,17;48,93;1,19;-1,06;-0,11;-0,15;0,63;0,34;0,17;0,25;0,34;0,09;0,25;0,19;3
42,99;0,43;0,35;0,35;0,53;0,94;0,87;1,09;0,8;0,82;-0,15;0,29;0,2;49,05;1,06;-0,95;-0,13;-0,15;0,59;0,31;0,24;0,33;0,41;0,07;0,21;0,2;3
51,65;-0,28;-1,64;-1,71;-1,69;-1,14;-1,02;-0,89;-0,76;-0,43;-0,25;-0,03;-0,11;49,98;0,87;-1,11;-0,29;-0,28;0,44;0,22;0,11;0,23;0,34;0,02;0,16;0,19;3
49,55;4,01;-0,41;-0,23;0,09;-0,24;-0,11;-0,03;-0,22;-0,1;-0,23;-0,06;-0,12;50,77;1,22;-1,12;-0,29;-0,23;0,38;0,2;0,09;0,17;0,29;-0,04;0,12;0,18;3
42,26;1,8;0,36;0,95;0,36;0,37;0,19;0,19;0,3;-0,22;-0,1;0,64;0,4;50,43;1,32;-0,99;-0,19;-0,15;0,43;0,23;0,1;0,21;0,3;0,02;0,22;0,27;3
41,55;-0,15;0,27;1,39;0,74;0,42;0,26;-0,16;-0,28;0,18;-0,01;0,31;0,34;49,08;1,17;-0,74;-0,02;-0,09;0,46;0,24;0,09;0,2;0,24;0;0,25;0,25;3
45,4;2,61;-0,1;0,13;0,17;-0,02;-0,04;0,37;0,36;0,41;0,06;0,05;-0,16;47,77;1,35;-0,46;-0,04;-0,1;0,45;0,22;0,12;0,17;0,19;0,01;0,26;0,16;3
45,64;1,54;-1,67;-0,76;-1,24;0,4;-0,26;-0,06;0,1;0,37;0,26;-0,36;0,2;46,41;1,5;-0,34;-0,08;-0,2;0,44;0,16;0,08;0,11;0,13;0;0,13;0,09;3
53,34;1,61;-1,68;-0,42;-0,29;0,03;-0,02;-0,5;-0,32;0,55;0,03;-0,16;0,13;46,23;1,47;-0,45;0,02;-0,09;0,27;0,12;0,13;0,05;0,21;-0,05;0,05;0,1;3
58,79;1,15;-2,56;0,17;0,59;-0,34;-0,06;0,19;0,11;0,34;-0,11;0,11;0,28;47,27;1,43;-0,74;0,08;0,02;0,2;0,1;0,11;0,05;0,25;-0,08;0,02;0,1;3
59,27;0,57;-2,73;-0,02;0,33;0,16;0,47;0,08;0,53;0,4;0,15;0,74;0,8;49,04;1,33;-0,98;-0,02;-0,04;0,06;0,03;0,03;0,06;0,23;-0,03;0,15;0,2;3
55,31;2,64;-0,99;-1,44;-0,96;1,1;0,54;-0,51;0,33;-0,06;0,38;0,79;-0,27;50,28;1,55;-1,11;-0,19;-0,19;0,07;0;-0,13;0,01;0,14;0,02;0,2;0,15;3
53,54;1,04;-0,47;-1,01;-0,68;0,24;0,22;0,32;-0,24;-0,15;-0,19;-0,06;0,02;50,46;1,68;-1;-0,12;-0,09;0,21;0,12;-0,01;0,07;0,17;0,03;0,2;0,16;3
42,28;2,12;-0,2;0,59;-0,24;1,31;0,91;0,82;0,44;1,43;0,26;-0,02;-0,17;49,74;1,49;-0,98;-0,04;-0,12;0,37;0,22;0,07;0,13;0,32;0,07;0,2;0,16;3
46,76;0,02;0,99;0,61;0,87;1,07;0,32;0,05;0;0,16;0,18;-0,02;-0,36;50,19;1,31;-0,91;-0,07;-0,07;0,44;0,24;0,06;0,1;0,36;0,1;0,14;0,08;3
46,81;0,51;0,65;0,74;0,56;0,45;-0,43;0,01;-0,41;-0,69;-0,45;0,14;-0,03;50,71;1,38;-0,88;-0,14;-0,09;0,44;0,17;0,08;0,09;0,28;0,06;0,12;0,04;3
43,78;1,87;-0,09;0,35;-0,16;0,29;0,03;0,8;0,55;0,05;-0,46;0,09;0,21;50,55;1,31;-0,88;-0,12;-0,12;0,47;0,17;0,12;0,11;0,24;0,01;0,13;0,08;3
41,26;1,2;-0,29;1,18;0,04;0,75;0,51;1,01;0,67;0,46;-0,16;0,51;-0,16;50,11;1,27;-0,74;0,08;0,01;0,51;0,25;0,23;0,16;0,25;-0,04;0,21;0,04;3
41,42;1,11;0,42;0,94;-0,28;0,45;-0,16;0,71;0,38;0,5;-0,63;-0,5;0;48,92;1,22;-0,53;0,21;0,01;0,55;0,24;0,35;0,23;0,24;-0,1;0,18;0,03;3
43;1,48;0,5;0,78;-0,12;0,43;-0,01;0,06;0,15;0,5;-0,23;-0,24;-0,2;47,34;1,26;-0,22;0,27;-0,06;0,63;0,24;0,34;0,24;0,26;-0,11;0,14;-0,02;3
42,61;0,47;-0,57;0,28;1,02;0,97;0,62;0,4;0;0,42;-0,01;0,03;-0,28;45,68;1,25;-0,01;0,3;0,01;0,71;0,25;0,37;0,18;0,26;-0,13;0,07;-0,13;3
47,87;0,36;-2,05;-0,53;-1,34;0,2;-1,05;-0,37;-0,97;0,24;-0,13;-0,04;0,51;44,93;1,02;-0,11;0,39;-0,03;0,62;0,1;0,38;0,05;0,29;-0,18;-0,01;-0,05;3
56,6;0,68;-2,38;0,24;0,26;-0,31;-0,23;-0,08;0,15;0,71;-0,16;-0,53;0,41;45,24;0,98;-0,3;0,52;0,06;0,56;0,05;0,34;0,09;0,38;-0,18;-0,06;-0,01;3
57,76;0,84;-3,06;0,11;0,32;0;0,43;-0,45;0,61;0,96;0,02;0,29;0,43;46,79;0,85;-0,59;0,47;0,12;0,43;0;0,21;0,11;0,33;-0,2;-0,03;0,05;3
57,75;1,75;-1,48;-0,49;0,08;1,39;0,52;-0,7;0,54;0,29;-0,39;-0,1;-0,54;47,89;1,03;-0,84;0,36;0,04;0,46;0,02;0,14;0,17;0,34;-0,26;-0,04;0,03;3
56,63;0,94;-0,6;-0,65;-0,24;0,55;0,31;0,24;0,07;0,08;-0,18;-0,18;-0,32;48,87;1,07;-0,96;0,22;-0,04;0,47;0,1;0,16;0,21;0,42;-0,23;-0,07;0,01;3
45,32;1,17;1,08;0,45;0,65;0,83;0,24;0,31;0,45;0,61;0,11;-0,66;-0,58;49,02;1;-0,84;0,23;0,04;0,53;0,12;0,11;0,21;0,48;-0,17;-0,14;-0,07;3
46,44;0,38;0,11;0,02;0,3;1,29;0,39;0,79;-0,06;-0,56;-0,58;-0,08;-0,32;49,54;0,92;-0,8;0,11;0,07;0,58;0,11;0,09;0,13;0,38;-0,22;-0,2;-0,09;3
46,42;0,25;0,5;0,59;0,01;1,35;0,62;0,15;-0,33;0,09;-0,2;0,34;0,15;50,04;0,83;-0,8;0,08;0,09;0,67;0,18;0,04;0,06;0,33;-0,17;-0,12;-0,07;3
44,6;0,55;0,14;0,78;0,17;1,08;0,41;0,03;-0,12;-0,32;-0,48;-0,33;-0,27;50,2;0,74;-0,83;0,08;0,12;0,74;0,23;0,03;0,03;0,25;-0,2;-0,13;-0,08;3
42,6;1,55;-1;0,95;0,16;1,07;0,89;0,61;0,36;0,06;-0,37;-0,32;0,05;50,2;0,85;-0,87;0,15;0,04;0,75;0,25;0,05;0,07;0,22;-0,23;-0,16;-0,05;3
43,39;2,16;-0,48;0,56;-0,09;0,91;0,59;0,57;-0,36;0,35;-0,24;-0,22;0,43;49,75;1,03;-0,72;0,26;0,16;0,82;0,42;0,15;0,13;0,23;-0,25;-0,18;-0,06;3
42,98;0,91;-0,78;-0,08;0,29;0,37;-0,21;-0,35;-0,32;-0,03;0;0,25;-0,03;48,39;1,05;-0,56;0,22;0,17;0,89;0,42;0,12;0,09;0,15;-0,23;-0,1;-0,1;3
42,13;1,37;-0,36;0,34;-0,51;0,68;0,32;0,71;-0,08;-0,07;0,2;0,54;0,05;46,83;1,1;-0,29;0,25;0,08;0,95;0,41;0,24;0,02;0,05;-0,21;-0,08;-0,14;3
43,23;1,02;0,65;1;0,27;0,15;-0,28;0,62;0,28;0,14;-0,01;0,52;0,34;45,37;1,03;-0,07;0,4;0,1;0,83;0,33;0,37;-0,01;0,03;-0,18;-0,01;-0,05;3
52,15;1,4;-1,7;-0,58;0,08;-0,04;-0,18;-0,29;-0,41;0,36;-0,08;-0,44;-0,09;44,93;1,08;-0,18;0,4;0,13;0,77;0,28;0,31;-0,06;0,06;-0,16;-0,04;-0,03;3
57,08;1,75;-2,89;0,04;0,28;-0,14;-0,06;0,01;0,01;0,54;-0,21;0,1;0,37;46,1;1,13;-0,58;0,36;0,1;0,67;0,25;0,28;-0,1;0,05;-0,2;0,04;0,07;3
57,08;0,96;-3,19;-0,54;-0,04;0,26;0,64;-0,15;0,66;1,22;0,36;0,55;0,99;47,17;1,19;-0,91;0,31;0,06;0,57;0,27;0,19;-0,03;0,23;-0,1;0,1;0,2;3
55,33;1,61;-0,91;-1,69;-0,67;1,03;0,35;-0,62;0,11;0,02;0,45;0,73;-0,2;48,06;1,33;-1,05;0,08;-0,01;0,54;0,25;0,11;0,01;0,23;-0,04;0,14;0,16;3
46,81;2,24;0,32;-0,64;0,1;0,33;0,01;0,13;0,35;0,94;0,25;0,32;0,1;48,28;1,5;-1,03;-0,06;-0,01;0,46;0,21;0,12;0,06;0,35;0,03;0,2;0,2;3
41,95;2,22;-0,51;0,88;0,27;0,57;0,44;0,84;0,86;0,47;0,26;0,59;0,24;48,21;1,56;-0,99;-0,07;0;0,41;0,16;0,15;0,11;0,39;0,1;0,29;0,22;3
42,08;0,82;0,57;1,48;1,04;0,91;0,39;0,77;-0,41;0;0,32;-0,07;-0,08;48,08;1,43;-0,88;0,02;0,11;0,41;0,14;0,17;0,11;0,36;0,15;0,31;0,17;3
41,73;1,53;0,18;0,66;0,39;1,46;0,7;0,13;0,08;0,23;0,6;0,59;-0,24;47,96;1,49;-0,79;0,09;0,12;0,52;0,23;0,22;0,14;0,38;0,21;0,34;0,15;3
43,66;1,71;-0,28;0,66;-0,15;0,53;0,13;0,3;0,27;-0,21;0,07;-0,06;-0,13;48,11;1,53;-0,78;0,13;0,16;0,51;0,21;0,18;0,18;0,37;0,2;0,28;0,13;3
43,17;0,09;-0,05;0,21;-0,55;-0,29;-0,07;0,16;-0,22;-0,42;-0,56;-0,23;-0,5;48,1;1,43;-0,85;0,05;0,08;0,46;0,23;0,13;0,13;0,32;0,15;0,21;0,04;3
42,81;0,21;-0,1;0,91;0,5;0,87;0,4;0,79;0,38;0,36;-0,07;0,17;-0,2;47,17;1,31;-0,69;0,2;0,12;0,55;0,29;0,24;0,21;0,32;0,15;0,27;0,03;3
43,21;1,13;-0,21;0,76;1,02;1,45;0,3;0,61;-0,12;-0,07;-0,63;0;-0,36;45,78;1,25;-0,42;0,27;0,19;0,71;0,33;0,3;0,2;0,25;0,11;0,26;-0,04;3
48,35;-0,67;-0,51;-0,2;-0,1;0,08;-0,81;-0,05;-0,73;0,26;0,04;0;-0,11;44,91;1,09;-0,15;0,3;0,19;0,7;0,18;0,31;0,06;0,16;0,07;0,2;-0,15;3
56,53;1,3;-1,75;-0,38;0,27;0,29;-0,02;-0,15;-0,13;0,54;0,04;-0,02;0,25;45,03;1,06;-0,23;0,43;0,28;0,62;0,15;0,35;0,03;0,21;0,03;0,13;-0,1;3
58,05;0,98;-2,66;-0,32;0,25;-0,12;0,35;-0,29;-0,08;0,84;0,09;-0,23;0,63;46,15;0,93;-0,53;0,46;0,29;0,58;0,18;0,31;-0,01;0,2;0,02;0,07;-0,05;3
58,88;0,74;-1,56;-0,14;0,55;1,04;0,2;-0,59;0,08;0,71;-0,42;-0,56;0,6;47,85;0,78;-0,64;0,36;0,32;0,62;0,16;0,17;-0,09;0,23;-0,05;-0,04;-0,02;3
55,74;2,35;-2,22;-0,76;-0,93;0,23;0,2;-0,57;0,29;0;0,14;0,46;-0,03;49,21;0,94;-0,92;0,14;0,12;0,56;0,14;0,03;-0,02;0,23;-0,07;0,01;-0,01;3
53,81;1,7;-0,12;-0,76;-1,2;0,49;0,18;0,23;0,22;-0,04;0,2;-0,08;-0,61;50,42;0,95;-0,95;0;-0,03;0,46;0,09;0,04;0;0,2;-0,11;-0,06;-0,05;3
47,85;-0,06;0,77;0,92;0,63;0,99;0,46;0,31;-0,49;-0,37;-0,88;-0,62;-0,55;50,84;0,78;-0,84;0,02;0,04;0,5;0,12;0,05;-0,08;0,18;-0,2;-0,11;-0,09;3
47,67;0,8;1,67;0,85;-0,11;0,76;0,06;0,1;-0,21;0,21;0,26;0,34;-0,32;51,29;0,85;-0,67;0,09;0,09;0,61;0,13;0,04;-0,08;0,24;-0,12;-0,05;-0,07;3
44,34;1,58;0,48;0,87;0,09;0,48;-0,39;0,29;-0,04;0,2;0,31;0,66;-0,3;51,44;0,99;-0,61;0,08;0,05;0,57;0,05;-0,01;-0,12;0,23;-0,08;-0,01;-0,08;3
47,62;2,07;0,99;0,84;0,47;0,38;-0,12;-0,29;-0,39;-0,33;-0,11;0,29;-0,38;51,89;1,08;-0,49;0,09;-0,01;0,46;0,01;-0,1;-0,15;0,2;-0,03;0,02;-0,08;3
43,96;2,18;-0,46;1,44;0,01;0,95;0,25;0,53;0,66;0,88;0,81;0,42;-0,04;51,45;1,36;-0,49;0,26;0;0,55;0,12;-0,04;-0,01;0,26;0,04;0,07;-0,07;3
44,29;1,8;-0,04;1,44;-0,26;0,53;0,03;0,22;-0,64;-0,21;-0,35;-0,78;-0,48;50,22;1,41;-0,32;0,44;-0,05;0,57;0,12;-0,01;-0,06;0,19;0,01;-0,01;-0,15;3
44,91;1,11;-0,12;1,16;0,68;0,79;0,11;0,29;0,19;0,3;0,2;0,27;0,28;48,91;1,43;-0,06;0,59;-0,01;0,66;0,1;0,05;-0,03;0,13;0,02;0,04;-0,18;3
50,79;1,29;0,58;0,75;0,23;0,02;-0,18;0,19;0,19;-0,12;-0,44;-0,06;-0,22;48,1;1,48;0,15;0,68;-0,04;0,56;0,06;0,13;-0,02;0,05;0,01;0,09;-0,26;3
52,11;2,17;-2,11;0,18;-0,48;0,62;-0,12;-0,15;-0,47;0,58;-0,09;-0,47;0,13;47,74;1,46;0,16;0,77;0,01;0,6;0,03;0,17;-0,1;0,11;-0,01;0;-0,25;3
59,66;1,48;-1,71;0,32;0,44;0,02;-0,11;-0,4;-0,14;0,46;-0,02;-0,07;0,36;48,32;1,44;0;0,88;0,17;0,55;0;0,11;-0,14;0,16;-0,03;0;-0,15;3
58,49;0,49;-2,54;-0,08;-0,02;-0,5;-0,29;-0,68;0,13;0,54;-0,22;-0,24;0,45;49,38;1,5;-0,33;0,78;0,11;0,4;-0,08;0,01;-0,07;0,25;0,04;0,04;-0,05;3
57,23;1,7;-2,6;-0,64;-0,64;0,84;0,64;-1,33;0,55;0,38;-0,15;0,39;0,4;50,34;1,59;-0,76;0,63;0,05;0,41;-0,02;-0,13;0;0,27;-0,01;0,04;0,02;3
53,93;2,88;0,19;-1,22;-1,35;0,92;0,79;-0,36;-0,4;-0,57;0,24;0,28;-0,45;51,3;1,72;-0,78;0,42;-0,09;0,46;0,1;-0,2;-0,03;0,19;-0,01;0;0,01;3
45,98;0,53;0,29;0,78;0,88;1,3;0,68;0,71;-0,12;0,52;0,36;0,39;0,06;51,14;1,56;-0,85;0,41;-0,05;0,55;0,18;-0,1;-0,01;0,28;0,03;0,01;0,05;3
46,42;0,05;1,08;0,49;0,47;1,17;0,23;0,19;-0,26;0,41;0,12;0,13;-0,56;51,38;1,35;-0,7;0,32;-0,01;0,57;0,18;-0,13;-0,1;0,23;-0,03;-0,02;0;3
43,61;1,7;0,56;1,29;0,23;0,13;-0,53;-0,24;0,32;0,25;-0,2;-0,41;-0,6;51,31;1,34;-0,64;0,3;0,04;0,53;0,12;-0,18;0;0,27;-0,02;0,02;-0,01;3
45,26;0,78;0,58;0,64;0,27;0,57;0,36;0,27;-0,1;0,02;-0,37;-0,17;0,1;51,35;1,31;-0,57;0,25;0;0,51;0,15;-0,18;-0,03;0,25;-0,08;-0,02;-0,03;3
43,12;1,21;0,08;-0,19;-0,33;-0,02;-0,51;0,04;-0,15;-0,32;-0,52;0,02;0,27;50,58;1,3;-0,62;0,16;-0,05;0,5;0,11;-0,19;-0,07;0,23;-0,08;-0,02;0,02;3
44,86;0,73;0,33;0,88;0,98;0,77;0,42;0,26;-0,34;-0,03;0,05;0,29;0,04;49,86;1,15;-0,38;0,23;0,09;0,52;0,17;-0,15;-0,05;0,17;-0,07;0,06;0,01;3
43,13;-0,09;0,63;0,85;0,39;1,44;0,12;0,39;-0,55;-0,82;-0,51;-0,3;0,18;48,2;1;-0,14;0,28;0,09;0,66;0,19;-0,08;-0,09;0,04;-0,12;0,04;-0,01;3
46,28;3,19;-0,79;-0,03;-0,84;0,44;0,56;0,3;0,85;0,68;0,41;-0,05;0,32;46,98;1,27;0,03;0,28;0,01;0,76;0,28;0,02;-0,02;0,05;-0,06;0,05;-0,02;3
55,45;1,19;-1,47;-0,1;-0,22;0,24;0,31;0,07;-0,13;0,27;0,27;-0,06;0,13;46,8;1,22;0,15;0,34;0,05;0,7;0,24;0,16;-0,09;0,04;-0,01;0,01;-0,05;3
60,53;0,88;-2,09;0,24;0,65;-0,04;0,1;0,03;0,22;0,35;-0,11;0,04;0,57;47,46;1,02;-0,08;0,48;0,25;0,6;0,17;0,2;-0,03;0,13;-0,05;-0,01;0,05;3
60,38;0,74;-2,53;0,17;0,9;-0,23;0,32;0,25;0,51;0,78;0,25;-0,15;0,54;48,9;1,04;-0,36;0,42;0,25;0,45;0,14;0,16;0,04;0,16;-0,06;-0,07;0,1;3
59,93;0,74;-2,25;-0,07;-0,08;0,61;0,32;-0,2;0,35;0,61;0,23;0,19;0,54;50,25;1,11;-0,69;0,37;0,2;0,39;0,15;0,12;0,1;0,18;-0,05;-0,06;0,21;3
55,29;2,4;-0,98;-1,79;-1,56;1,48;-0,01;-0,1;0,78;-0,61;0,29;0,46;0,3;51,42;1,18;-0,85;0,06;0,02;0,53;0,2;0,13;0,14;0,09;0;0,03;0,3;3
51,72;2,79;0,47;-1,26;-1,83;1,33;0,11;0,41;1,14;0,25;0,3;-0,18;0,36;52,07;1,38;-0,86;-0,13;-0,19;0,6;0,17;0,14;0,27;0,11;0,06;0,03;0,33;3
47,17;-0,08;1,43;0,98;1,01;1,43;0,66;0,17;0,64;0,55;-0,12;0,41;0,1;52,47;1,25;-0,73;-0,01;-0,06;0,75;0,29;0,16;0,35;0,2;0,1;0,06;0,31;3
